id,text,class,sentiment,label
134,"Went for pre-emp check up. It was around 11am and there was a line of foreigners waiting for check up too for their work permit renewal. I walked in to the register area and the staff was looking stress and said to come back again around 11.30 with a little i-am-busy-now-dont-bother-me kinda look. Well i went out and came back in again at 11.30 and luckily this time i got registered and were asked for some urine sample and so they directed me to their own washroom which is located in the clinic at the back. Fast forward to my blood test. Worst experience ever. I mean I have done blood test that requires 4 vial of my blood and yet i felt nothing and it was done in less than 2mins but this... this was bad. The nurse, i assumed, attempted to draw my blood first but failed. She asked me a few times if i have ever done blood test but i should have asked her instead if she has ever drawn blood before. So in the end she failed and requested the doctor on duty to do it instead. Well all i can say is that the doctor was no better. So blood was taken and now a new nightmare appear. The nurse told me that i was positive for opiates! This must be a joke. I told the nurse and the doctor that i do not take drugs. The doctor deduced that i do and that i was hiding and suggested if it is for recreational purpose and that he can help if yes. Why do i need your help cause i know i did not take any drugs. So we end up having me paying rm50 for a thorough lab test to be done by different party. So i had a feeling that this was all just a farce as this does not make any sense to me at all and fyi, it came back negative. I just take it as the ""doctor's fee"" for drawing my blood. While i was waiting for my receipt, i overheard the conversation from a staff telling one of the foreigner that they need urine sample and to use the mall washroom. It struck me right there and then that they are treating people differently. I thought i heard wrongly but thank god there was a local Malay lady who was also there for checkup and requires to provide urine sample but was asked to use the clinic own washroom instead. This was just right after the staff told the foreigner to use the mall washroom so the clinic washroom was empty. This is not right. shouldnt everyone be treated equally? Why the double standard? All in all, i can only say that this clinic is bad and has got to improve immediately. Mix reviews tell you 1 thing; that there is no standard at all in this clinic. Go at your own risk. If you are lucky, your visit might just be like one of those good reviews.",,,1Negative#Appointments#Staff#Treatment
135,Registered daughter to be seen by doctor and filled in the form citing symptoms. Was given call slip '1' to be seen and ask to return later. Returned later and was given a prescription without doctor seeming my daughter. Found this bizarre and asked to see the doctor as still had ticket 1. Became annoyed and left in disgust after several patients were called ahead of me.,,,1Negative#Staff#Treatment
136,"Worst clinic i have ever been to. Came in with stomachache and have also vomitted before, this rude condescending Female dr asked if i was only there for an MC??? How can an inconsiderate, tacky person be a doctor??",,,1Negative#Staff#Treatment
137,"I just had a PCR test, it was nice and quick. It's better to go in morning, less busy. Price is RM 230 for faster result (6 hours).",,,1Positive#Treatment
138,"I would give negative rating if the system allows. The doctor is unprofessional, I have a deep cut on my toe and she doesn’t even suggest for tetanus injection. Please think twice before visit the clinic.",,,1Negative#Staff#Treatment
139,"My first time giving 1 star rating. I should’ve check the google rating before came here. The service is beyond horrible.
The female doc didn’t even check, didn’t even allow me to enter the room because I have a sore throat (no fever, cough, headache) and said I have covid symptom. Only offer an MC and ask me to go home.",,,1Negative#Staff#Treatment
140,Everyone is always extremely nice to me. I come for COVID-19 tests and regular exams/check-ups and I was always treated with respect and sympathy.,,,1Positive#Staff#Treatment
141,"I really really don't want to give 1 star since the service was beyond horrible! I came to this clinic. I don't know the doctor's name but it's a woman in her late twenty. When I told her that i need a MC slip that I will send to the company immediately but she didn't want to give and saying I was not that sick .The doctor even threatened me that I who is her patient and also her client don't have the right to argue with her to give the MC. Her decide is her verdict. she told me that if i want MC, just try out at other clinics. She also warned me that she will report to my company and call the police if I keep trying to talk and explain to her. What the doctor treats their patients like that? So rude and irresponsible.
I highly do not recommend this clinic for anyone. So disappointed.",,,1Negative#Staff#Treatment
142,"This is my second visit and I just realized how bad the reviews are. My experience was much better. The first doctor was not bad but the second one (much younger) was much better. He explained a lot and suggested things with proper justification and spoke great English.
Could be a bit on the pricey side, but here even the parking would cost you an arm and a leg. I know since my office is at Q Sentral and I have to pay the rent and parking.
Perhaps the bad reviews are because the doctors don't really want to give MC unless they feel that it's absolutely necessary.",,,1Positive#Staff#Treatment
143,The female doctor is very gentle and caring. Really like her and tks her so much !,,,1Positive#Staff
144,"Worst clinic I ever been. Having food poisoning since last night and went to the clinic. Doc not even look at me and just check my blood pressure then dismissed me. Felt so nauseous the whole day and take up all my energy walk to the clinic and this is how I got treated. Should've check the review before I visit.
Not just that, they charged me rm75 for less than 2 mins consultation. I went Specialist also not that expensive. This is a lousy clinic with doctor that have no empathy! Should've just close the clinic. If anyone found any source of place to complain, please do! Unbelievable! MALAYSIA service sucks because of all this people. Study doctorates but have no empathy. Good luck going further!
Highly not recommended for this clinic. Banned!!!",,,1Negative#Staff#Treatment
145,"Went for PCR, service was excellent. Short wait, even offered retest when results were marginal.",,,1Positive#Staff#Treatment
